"id"	"hr"	"datetime"	"time"	"trl_no"	"blk_no"	"cd_so"	"cd_fr"	"img"	"rslt"	"rate"	"rt"	"r_ans"	"angle"	"end_spin"	"t_now"	"AQ"	"TAS"	"DDF"	"DIF"	"EOT"	"EC"	"PT"	"TheOutcome"	"Gain"	"PE"
"2266"	"21_B"	77	"14-Jun-2019 10:50:08"	235844.495	106	18	1	2	"wheel_12"	"1"	69.4139	2089.279	1	797.7932	90	235851.6267	22	49	12	17	20	16	18	1.67	5	3.33
"2267"	"21_B"	77	"14-Jun-2019 10:50:18"	235854.5355	107	18	1	2	"wheel_11"	"3"	45.0549	1243.3632	1	765.2303	36	235860.854	22	49	12	17	20	16	18	2	0	-2
"2268"	"21_B"	77	"14-Jun-2019 10:50:30"	235865.592	108	18	1	2	"wheel_09"	"1"	61.5385	2490.1438	1	1010.6451	288	235873.1394	22	49	12	17	20	16	18	1	5	4
"2269"	"21_B"	77	"14-Jun-2019 10:50:44"	235879.9462	109	19	2	1	"wheel_10"	"1"	67.9487	1493.4937	1	922.1075	210	235886.5096	22	49	12	17	20	16	18	0.83	5	4.17
"2270"	"21_B"	77	"14-Jun-2019 10:50:54"	235890.0025	110	19	2	1	"wheel_12"	"3"	51.0989	2606.0286	1	1033.8331	300	235897.6931	22	49	12	17	20	16	18	1.67	0	-1.67
"2271"	"21_B"	77	"14-Jun-2019 10:51:04"	235900.058	111	19	2	1	"wheel_06"	"3"	54.3956	1676.523	1	878.8467	150	235906.7517	22	49	12	17	20	16	18	-0.83	0	0.83
"2272"	"21_B"	77	"14-Jun-2019 10:51:14"	235910.1002	112	19	2	1	"wheel_08"	"2"	44.1392	1051.6897	1	925.4957	216	235916.2311	22	49	12	17	20	16	18	0	-5	-5
"2273"	"21_B"	77	"14-Jun-2019 10:51:24"	235920.1535	113	19	2	1	"wheel_09"	"3"	47.2527	4224.1242	1	864.9414	144	235929.4768	22	49	12	17	20	16	18	1	0	-1
"2274"	"21_B"	77	"14-Jun-2019 10:51:35"	235931.2137	114	19	2	1	"wheel_11"	"2"	21.0623	1818.3783	1	830.191	108	235938.1113	22	49	12	17	20	16	18	2	-5	-7
"2275"	"21_B"	77	"14-Jun-2019 10:51:50"	235945.6003	115	20	1	2	"wheel_01"	"2"	34.6154	5019.8582	0	996.9603	288	235955.6407	22	49	12	17	20	16	18	-1	-5	-4
"2276"	"21_B"	77	"14-Jun-2019 10:52:00"	235955.6781	116	20	1	2	"wheel_02"	"3"	46.7033	5059.1309	0	821.9721	108	235965.7593	22	49	12	17	20	16	18	-2	0	2
"2277"	"21_B"	77	"14-Jun-2019 10:52:10"	235965.7978	117	20	1	2	"wheel_05"	"3"	46.8864	3955.518	1	814.9424	108	235974.796	22	49	12	17	20	16	18	0	0	0
"2278"	"21_B"	77	"14-Jun-2019 10:52:20"	235975.855	118	20	1	2	"wheel_06"	"1"	60.2564	1776.2251	1	747.4414	30	235982.6999	22	49	12	17	20	16	18	-0.83	5	5.83
"2279"	"21_B"	77	"14-Jun-2019 10:52:30"	235985.9122	119	20	1	2	"wheel_04"	"2"	37.1795	2989.2422	1	825.1883	120	235994.0022	22	49	12	17	20	16	18	-0.83	-5	-4.17
"2280"	"21_B"	77	"14-Jun-2019 10:52:41"	235996.9683	120	20	1	2	"wheel_10"	"2"	25.4579	2092.9396	1	775.8157	60	236004.1392	22	49	12	17	20	16	18	0.83	-5	-5.83
"2281"	"21_B"	77	"14-Jun-2019 10:52:55"	236011.3219	121	21	2	2	"wheel_04"	"3"	53.4799	3272.7686	1	735.3517	30	236019.6365	22	49	12	17	20	16	18	-0.83	0	0.83
"2282"	"21_B"	77	"14-Jun-2019 10:53:05"	236021.379	122	21	2	2	"wheel_03"	"2"	42.4908	1576.977	1	817.3632	90	236028.0368	22	49	12	17	20	16	18	-1.67	-5	-3.33
"2283"	"21_B"	77	"14-Jun-2019 10:53:15"	236031.4359	123	21	2	2	"wheel_09"	"2"	29.1209	3804.5394	1	768.0989	36	236040.342	22	49	12	17	20	16	18	1	-5	-6
"2284"	"21_B"	77	"14-Jun-2019 10:53:25"	236041.4914	124	21	2	2	"wheel_06"	"1"	63.37	2943.1425	1	738.4025	30	236049.4397	22	49	12	17	20	16	18	-0.83	5	5.83
"2285"	"21_B"	77	"14-Jun-2019 10:53:35"	236051.5338	125	21	2	2	"wheel_02"	"1"	77.4725	3880.8879	1	757.3318	36	236060.4628	22	49	12	17	20	16	18	-2	5	7
"2286"	"21_B"	77	"14-Jun-2019 10:53:47"	236062.5901	126	21	2	2	"wheel_05"	"2"	36.4469	2191.6943	1	1046.7648	324	236069.8121	22	49	12	17	20	16	18	0	-5	-5
"2287"	"21_B"	77	"14-Jun-2019 10:54:01"	236076.9768	127	22	1	1	"wheel_06"	"1"	61.1722	2921.0437	1	751.6642	30	236084.9585	22	49	12	17	20	16	18	-0.83	5	5.83
"2288"	"21_B"	77	"14-Jun-2019 10:54:11"	236087.0305	128	22	1	1	"wheel_02"	"3"	59.8901	2292.6986	1	840.1213	108	236094.3884	22	49	12	17	20	16	18	-2	0	2
"2289"	"21_B"	77	"14-Jun-2019 10:54:21"	236097.0745	129	22	1	1	"wheel_04"	"2"	38.6447	1118.6643	1	845.1938	120	236103.2189	22	49	12	17	20	16	18	-0.83	-5	-4.17
"2290"	"21_B"	77	"14-Jun-2019 10:54:31"	236107.1316	130	22	1	1	"wheel_10"	"2"	41.5751	1589.9349	1	772.4508	60	236113.7584	22	49	12	17	20	16	18	0.83	-5	-5.83
"2291"	"21_B"	77	"14-Jun-2019 10:54:41"	236117.1734	131	22	1	1	"wheel_05"	"3"	50	754.9684	1	838.0204	108	236123.0269	22	49	12	17	20	16	18	0	0	0
"2292"	"21_B"	77	"14-Jun-2019 10:54:52"	236128.2451	132	22	1	1	"wheel_01"	"2"	44.8718	2145.8543	1	1005.4466	288	236135.4915	22	49	12	17	20	16	18	-1	-5	-4
"2293"	"21_B"	77	"14-Jun-2019 10:55:07"	236142.6006	133	23	1	1	"wheel_03"	"2"	36.0806	1586.0697	1	797.406	90	236149.2304	22	49	12	17	20	16	18	-1.67	-5	-3.33
"2294"	"21_B"	77	"14-Jun-2019 10:55:17"	236152.6555	134	23	1	1	"wheel_02"	"1"	71.2454	4471.4682	1	749.4086	36	236162.2062	22	49	12	17	20	16	18	-2	5	7
"2295"	"21_B"	77	"14-Jun-2019 10:55:27"	236162.6959	135	23	1	1	"wheel_06"	"1"	71.978	2504.7697	1	744.7161	30	236170.206	22	49	12	17	20	16	18	-0.83	5	5.83
"2296"	"21_B"	77	"14-Jun-2019 10:55:37"	236172.7365	136	23	1	1	"wheel_05"	"2"	31.5018	3488.4579	1	1034.061	324	236181.2782	22	49	12	17	20	16	18	0	-5	-5
"2297"	"21_B"	77	"14-Jun-2019 10:55:47"	236182.777	137	23	1	1	"wheel_09"	"2"	21.2454	2855.382	1	764.9618	36	236190.6671	22	49	12	17	20	16	18	1	-5	-6
"2298"	"21_B"	77	"14-Jun-2019 10:55:58"	236193.85	138	23	1	1	"wheel_04"	"3"	42.3077	4829.4045	1	745.3499	30	236203.691	22	49	12	17	20	16	18	-0.83	0	0.83
"2299"	"21_B"	77	"14-Jun-2019 10:56:12"	236208.2197	139	24	1	1	"wheel_01"	"1"	69.2308	2842.3201	1	911.396	180	236216.1429	22	49	12	17	20	16	18	-1	5	6
"2300"	"21_B"	77	"14-Jun-2019 10:56:22"	236218.2772	140	24	1	1	"wheel_07"	"1"	73.9927	2582.5025	1	829.5031	120	236225.8703	22	49	12	17	20	16	18	0.83	5	4.17
"2301"	"21_B"	77	"14-Jun-2019 10:56:32"	236228.33	141	24	1	1	"wheel_03"	"3"	58.4249	4323.722	1	964.4939	240	236237.7108	22	49	12	17	20	16	18	-1.67	0	1.67
"2302"	"21_B"	77	"14-Jun-2019 10:56:42"	236238.3748	142	24	1	1	"wheel_02"	"2"	40.293	2059.8792	1	976.1284	252	236245.4922	22	49	12	17	20	16	18	-2	-5	-3
"2303"	"21_B"	77	"14-Jun-2019 10:56:52"	236248.4319	143	24	1	1	"wheel_05"	"2"	22.7106	2156.9181	1	1033.926	324	236255.6368	22	49	12	17	20	16	18	0	-5	-5
"2304"	"21_B"	77	"14-Jun-2019 10:57:03"	236259.4895	144	24	1	1	"wheel_04"	"1"	58.0586	1404.5407	1	1023.0309	300	236265.9497	22	49	12	17	20	16	18	-0.83	5	5.83
"2305"	"23_A"	59	"07-Jun-2019 15:23:52"	27096.5369	1	1	1	2	"wheel_12"	"3"	50	684.3042	1	1017.2648	300	27102.4472	5	38	11	13	14	16	18	1.67	0	-1.67
"2306"	"23_A"	59	"07-Jun-2019 15:24:02"	27106.6274	2	1	1	2	"wheel_09"	"3"	50	1334.6716	1	877.1782	144	27113.1245	5	38	11	13	14	16	18	1	0	-1
"2307"	"23_A"	59	"07-Jun-2019 15:24:12"	27116.6978	3	1	1	2	"wheel_11"	"2"	39.1941	1434.6437	1	828.8639	108	27123.2167	5	38	11	13	14	16	18	2	-5	-7
"2308"	"23_A"	59	"07-Jun-2019 15:24:22"	27126.7621	4	1	1	2	"wheel_08"	"2"	38.8278	1234	1	939.3684	216	27133.0532	5	38	11	13	14	16	18	0	-5	-5
"2309"	"23_A"	59	"07-Jun-2019 15:24:32"	27136.843	5	1	1	2	"wheel_06"	"3"	50	638.3434	1	879.5159	150	27142.6577	5	38	11	13	14	16	18	-0.83	0	0.83
"2310"	"23_A"	59	"07-Jun-2019 15:24:43"	27147.9071	6	1	1	2	"wheel_10"	"1"	60.0733	1641.888	1	944.8105	210	27154.6571	5	38	11	13	14	16	18	0.83	5	4.17
"2311"	"23_A"	59	"07-Jun-2019 15:24:57"	27162.3252	7	2	2	1	"wheel_05"	"3"	50	708.5571	1	834.8245	108	27168.2079	5	38	11	13	14	16	18	0	0	0
"2312"	"23_A"	59	"07-Jun-2019 15:25:07"	27172.3679	8	2	2	1	"wheel_01"	"2"	18.6813	1593.268	1	997.0249	288	27179.0626	5	38	11	13	14	16	18	-1	-5	-4
"2313"	"23_A"	59	"07-Jun-2019 15:25:17"	27182.4232	9	2	2	1	"wheel_04"	"2"	28.3883	1422.9745	1	851.8617	120	27188.9582	5	38	11	13	14	16	18	-0.83	-5	-4.17
"2314"	"23_A"	59	"07-Jun-2019 15:25:27"	27192.4635	10	2	2	1	"wheel_06"	"1"	68.6813	1326.4967	1	742.5352	30	27198.8865	5	38	11	13	14	16	18	-0.83	5	5.83
"2315"	"23_A"	59	"07-Jun-2019 15:25:37"	27202.5044	11	2	2	1	"wheel_10"	"2"	37.1795	1467.9668	1	767.1935	60	27209.1526	5	38	11	13	14	16	18	0.83	-5	-5.83
"2316"	"23_A"	59	"07-Jun-2019 15:25:49"	27213.5749	12	2	2	1	"wheel_02"	"3"	55.6777	926.9907	1	825.2936	108	27219.6456	5	38	11	13	14	16	18	-2	0	2
"2317"	"23_A"	59	"07-Jun-2019 15:26:03"	27227.9638	13	3	1	2	"wheel_04"	"1"	75.4579	1114.2863	1	1034.2779	300	27234.2057	5	38	11	13	14	16	18	-0.83	5	5.83
"2318"	"23_A"	59	"07-Jun-2019 15:26:13"	27238.0191	14	3	1	2	"wheel_05"	"2"	55.8608	1442.68	1	1035.7799	324	27244.5844	5	38	11	13	14	16	18	0	-5	-5
"2319"	"23_A"	59	"07-Jun-2019 15:26:23"	27248.0615	15	3	1	2	"wheel_07"	"1"	63.7363	984.3005	1	837.5103	120	27254.1944	5	38	11	13	14	16	18	0.83	5	4.17
"2320"	"23_A"	59	"07-Jun-2019 15:26:33"	27258.1145	16	3	1	2	"wheel_01"	"1"	78.7546	1791.2766	1	891.739	180	27265.0097	5	38	11	13	14	16	18	-1	5	6
"2321"	"23_A"	59	"07-Jun-2019 15:26:43"	27268.1595	17	3	1	2	"wheel_02"	"2"	34.2491	1293.6871	1	968.6079	252	27274.5737	5	38	11	13	14	16	18	-2	-5	-3
"2322"	"23_A"	59	"07-Jun-2019 15:26:54"	27279.2323	18	3	1	2	"wheel_03"	"3"	56.2271	1307.0356	1	947.7401	240	27285.6789	5	38	11	13	14	16	18	-1.67	0	1.67
"2323"	"23_A"	59	"07-Jun-2019 15:27:09"	27293.6191	19	4	2	2	"wheel_11"	"2"	31.1355	993.6842	1	819.0836	108	27299.7414	5	38	11	13	14	16	18	2	-5	-7
"2324"	"23_A"	59	"07-Jun-2019 15:27:19"	27303.6761	20	4	2	2	"wheel_07"	"3"	50	758.4641	1	994.9613	270	27309.6053	5	38	11	13	14	16	18	0.83	0	-0.83
"2325"	"23_A"	59	"07-Jun-2019 15:27:29"	27313.7179	21	4	2	2	"wheel_10"	"3"	39.9267	1387.6465	1	1036.9062	330	27320.2287	5	38	11	13	14	16	18	0.83	0	-0.83
"2326"	"23_A"	59	"07-Jun-2019 15:27:39"	27323.7737	22	4	2	2	"wheel_12"	"1"	71.4286	1140.6357	1	818.236	90	27330.0541	5	38	11	13	14	16	18	1.67	5	3.33
"2327"	"23_A"	59	"07-Jun-2019 15:27:49"	27333.8143	23	4	2	2	"wheel_08"	"1"	68.315	1210.6948	1	789.2785	72	27340.1746	5	38	11	13	14	16	18	0	5	5
"2328"	"23_A"	59	"07-Jun-2019 15:28:00"	27344.8876	24	4	2	2	"wheel_01"	"3"	56.7766	1075.0705	1	778.4485	72	27351.122	5	38	11	13	14	16	18	-1	0	1
"2329"	"23_A"	59	"07-Jun-2019 15:28:14"	27359.2575	25	5	2	2	"wheel_07"	"1"	76.1905	1459.7007	1	846.0915	120	27365.845	5	38	11	13	14	16	18	0.83	5	4.17
"2330"	"23_A"	59	"07-Jun-2019 15:28:24"	27369.3148	26	5	2	2	"wheel_02"	"2"	44.3223	1040.7022	1	970.4333	252	27375.514	5	38	11	13	14	16	18	-2	-5	-3
"2331"	"23_A"	59	"07-Jun-2019 15:28:34"	27379.3696	27	5	2	2	"wheel_04"	"1"	86.0806	1177.1322	1	1018.424	300	27385.7025	5	38	11	13	14	16	18	-0.83	5	5.83
"2332"	"23_A"	59	"07-Jun-2019 15:28:44"	27389.4287	28	5	2	2	"wheel_01"	"1"	71.0623	1184.5894	1	906.6608	180	27395.6956	5	38	11	13	14	16	18	-1	5	6
"2333"	"23_A"	59	"07-Jun-2019 15:28:54"	27399.4982	29	5	2	2	"wheel_05"	"2"	24.359	1840.7616	1	1037.0477	324	27406.5193	5	38	11	13	14	16	18	0	-5	-5
"2334"	"23_A"	59	"07-Jun-2019 15:29:06"	27410.5789	30	5	2	2	"wheel_03"	"3"	52.5641	1520.1478	1	945.4781	240	27417.2216	5	38	11	13	14	16	18	-1.67	0	1.67
"2335"	"23_A"	59	"07-Jun-2019 15:29:20"	27424.9916	31	6	1	1	"wheel_10"	"1"	67.3993	1225.4305	1	917.8264	210	27431.3686	5	38	11	13	14	16	18	0.83	5	4.17
"2336"	"23_A"	59	"07-Jun-2019 15:29:30"	27435.0365	32	6	1	1	"wheel_08"	"2"	26.1905	1226.8101	1	928.5503	216	27441.3946	5	38	11	13	14	16	18	0	-5	-5
"2337"	"23_A"	59	"07-Jun-2019 15:29:40"	27445.0936	33	6	1	1	"wheel_06"	"3"	65.0183	1090.9512	1	873.959	150	27451.3039	5	38	11	13	14	16	18	-0.83	0	0.83
"2338"	"23_A"	59	"07-Jun-2019 15:29:50"	27455.1505	34	6	1	1	"wheel_11"	"2"	21.978	1926.7172	1	822.6839	108	27462.2169	5	38	11	13	14	16	18	2	-5	-7
"2339"	"23_A"	59	"07-Jun-2019 15:30:00"	27465.2083	35	6	1	1	"wheel_09"	"3"	67.2161	2422.4436	1	865.1093	144	27472.7684	5	38	11	13	14	16	18	1	0	-1
"2340"	"23_A"	59	"07-Jun-2019 15:30:11"	27476.2638	36	6	1	1	"wheel_12"	"3"	57.326	2609.8478	1	1034.8237	300	27483.9891	5	38	11	13	14	16	18	1.67	0	-1.67
"2341"	"23_A"	59	"07-Jun-2019 15:30:26"	27490.6506	37	7	1	1	"wheel_06"	"1"	77.4725	875.38	1	738.861	30	27496.7186	5	38	11	13	14	16	18	-0.83	5	5.83
"2342"	"23_A"	59	"07-Jun-2019 15:30:36"	27500.691	38	7	1	1	"wheel_02"	"1"	81.8681	1293.7155	1	748.8678	36	27507.1182	5	38	11	13	14	16	18	-2	5	7
"2343"	"23_A"	59	"07-Jun-2019 15:30:46"	27510.7486	39	7	1	1	"wheel_03"	"2"	33.3333	1041.2102	1	803.6451	90	27516.917	5	38	11	13	14	16	18	-1.67	-5	-3.33
"2344"	"23_A"	59	"07-Jun-2019 15:30:56"	27520.8025	40	7	1	1	"wheel_04"	"3"	66.4835	1026.3126	1	757.1023	30	27526.9294	5	38	11	13	14	16	18	-0.83	0	0.83
"2345"	"23_A"	59	"07-Jun-2019 15:31:06"	27530.8465	41	7	1	1	"wheel_09"	"2"	31.685	1450.8319	1	755.8923	36	27537.4141	5	38	11	13	14	16	18	1	-5	-6
"2346"	"23_A"	59	"07-Jun-2019 15:31:17"	27541.9195	42	7	1	1	"wheel_05"	"2"	33.8828	906.0508	1	1035.3247	324	27547.9763	5	38	11	13	14	16	18	0	-5	-5
"2347"	"23_A"	59	"07-Jun-2019 15:31:31"	27556.3107	43	8	2	2	"wheel_07"	"2"	18.1319	1275.037	1	759.0546	30	27562.6943	5	38	11	13	14	16	18	0.83	-5	-5.83
"2348"	"23_A"	59	"07-Jun-2019 15:31:41"	27566.3588	44	8	2	2	"wheel_11"	"3"	35.8974	1075.263	1	767.8682	36	27572.5768	5	38	11	13	14	16	18	2	0	-2
"2349"	"23_A"	59	"07-Jun-2019 15:31:51"	27576.4198	45	8	2	2	"wheel_12"	"1"	75.641	1270.0001	1	803.2723	90	27582.8553	5	38	11	13	14	16	18	1.67	5	3.33
"2350"	"23_A"	59	"07-Jun-2019 15:32:01"	27586.4776	46	8	2	2	"wheel_08"	"3"	33.1502	1208.4805	1	1045.0746	324	27592.8228	5	38	11	13	14	16	18	0	0	0
"2351"	"23_A"	59	"07-Jun-2019 15:32:12"	27596.5182	47	8	2	2	"wheel_03"	"1"	69.4139	1954.6726	1	1040.2009	330	27603.6343	5	38	11	13	14	16	18	-1.67	5	6.67
"2352"	"23_A"	59	"07-Jun-2019 15:32:23"	27607.5991	48	8	2	2	"wheel_09"	"1"	78.2051	930.4292	1	994.6088	288	27613.6931	5	38	11	13	14	16	18	1	5	4
"2353"	"23_A"	59	"07-Jun-2019 15:32:37"	27621.9788	49	9	2	2	"wheel_03"	"2"	26.1905	1403.3548	1	799.8128	90	27628.5256	5	38	11	13	14	16	18	-1.67	-5	-3.33
"2354"	"23_A"	59	"07-Jun-2019 15:32:47"	27632.0349	50	9	2	2	"wheel_06"	"1"	78.5714	2090.8382	1	747.1242	30	27639.2732	5	38	11	13	14	16	18	-0.83	5	5.83
"2355"	"23_A"	59	"07-Jun-2019 15:32:57"	27642.0749	51	9	2	2	"wheel_02"	"1"	88.6447	1142.9291	1	749.5115	36	27648.3849	5	38	11	13	14	16	18	-2	5	7
"2356"	"23_A"	59	"07-Jun-2019 15:33:07"	27652.1327	52	9	2	2	"wheel_09"	"2"	32.0513	1235.2078	1	755.1415	36	27658.5118	5	38	11	13	14	16	18	1	-5	-6
"2357"	"23_A"	59	"07-Jun-2019 15:33:17"	27662.1862	53	9	2	2	"wheel_05"	"2"	26.5568	1374.6193	1	1034.6709	324	27668.7357	5	38	11	13	14	16	18	0	-5	-5
"2358"	"23_A"	59	"07-Jun-2019 15:33:28"	27673.2629	54	9	2	2	"wheel_04"	"3"	34.2491	1001.6377	1	746.8172	30	27679.4171	5	38	11	13	14	16	18	-0.83	0	0.83
"2359"	"23_A"	59	"07-Jun-2019 15:33:43"	27687.6491	55	10	1	2	"wheel_05"	"3"	50	609.8274	1	826.3029	108	27693.407	5	38	11	13	14	16	18	0	0	0
"2360"	"23_A"	59	"07-Jun-2019 15:33:53"	27697.7063	56	10	1	2	"wheel_02"	"3"	55.8608	817.8919	1	825.6738	108	27703.6752	5	38	11	13	14	16	18	-2	0	2
"2361"	"23_A"	59	"07-Jun-2019 15:34:03"	27707.7585	57	10	1	2	"wheel_01"	"2"	44.1392	1040.261	1	997.2622	288	27713.9104	5	38	11	13	14	16	18	-1	-5	-4
"2362"	"23_A"	59	"07-Jun-2019 15:34:13"	27717.8038	58	10	1	2	"wheel_06"	"1"	82.6007	1052.2481	1	760.2703	30	27723.9816	5	38	11	13	14	16	18	-0.83	5	5.83
"2363"	"23_A"	59	"07-Jun-2019 15:34:23"	27727.8452	59	10	1	2	"wheel_10"	"2"	30.0366	1008.0877	1	779.2058	60	27733.991	5	38	11	13	14	16	18	0.83	-5	-5.83
"2364"	"23_A"	59	"07-Jun-2019 15:34:34"	27738.9012	60	10	1	2	"wheel_04"	"2"	37.5458	738.4475	1	849.7713	120	27744.7785	5	38	11	13	14	16	18	-0.83	-5	-4.17
"2365"	"23_A"	59	"07-Jun-2019 15:34:48"	27753.2809	61	11	2	1	"wheel_05"	"2"	15.7509	1124.0139	1	1044.4917	324	27759.5823	5	38	11	13	14	16	18	0	-5	-5
"2366"	"23_A"	59	"07-Jun-2019 15:34:58"	27763.3292	62	11	2	1	"wheel_01"	"1"	94.1392	827.0864	1	910.3205	180	27769.2939	5	38	11	13	14	16	18	-1	5	6
"2367"	"23_A"	59	"07-Jun-2019 15:35:08"	27773.3934	63	11	2	1	"wheel_03"	"3"	43.5897	1547.1832	1	948.9165	240	27780.0979	5	38	11	13	14	16	18	-1.67	0	1.67
"2368"	"23_A"	59	"07-Jun-2019 15:35:18"	27783.4578	64	11	2	1	"wheel_04"	"1"	78.5714	1092.9639	1	1017.226	300	27789.6626	5	38	11	13	14	16	18	-0.83	5	5.83
"2369"	"23_A"	59	"07-Jun-2019 15:35:29"	27793.5162	65	11	2	1	"wheel_02"	"2"	17.033	1183.1522	1	957.9805	252	27799.8789	5	38	11	13	14	16	18	-2	-5	-3
"2370"	"23_A"	59	"07-Jun-2019 15:35:40"	27804.6027	66	11	2	1	"wheel_07"	"1"	73.8095	2092.1076	1	847.4626	120	27811.886	5	38	11	13	14	16	18	0.83	5	4.17
"2371"	"23_A"	59	"07-Jun-2019 15:35:54"	27818.9826	67	12	2	1	"wheel_03"	"2"	27.8388	1360.4215	1	806.1045	90	27825.4546	5	38	11	13	14	16	18	-1.67	-5	-3.33
"2372"	"23_A"	59	"07-Jun-2019 15:36:04"	27829.0328	68	12	2	1	"wheel_06"	"1"	100	892.6316	1	755.5456	30	27835.1189	5	38	11	13	14	16	18	-0.83	5	5.83
"2373"	"23_A"	59	"07-Jun-2019 15:36:14"	27839.0907	69	12	2	1	"wheel_05"	"2"	17.7656	1060.8187	1	1048.7846	324	27845.3222	5	38	11	13	14	16	18	0	-5	-5
"2374"	"23_A"	59	"07-Jun-2019 15:36:24"	27849.1477	70	12	2	1	"wheel_04"	"3"	53.2967	1707.6214	1	745.3694	30	27856.0242	5	38	11	13	14	16	18	-0.83	0	0.83
"2375"	"23_A"	59	"07-Jun-2019 15:36:34"	27859.1897	71	12	2	1	"wheel_02"	"1"	100	1876.1101	1	758.0281	36	27866.211	5	38	11	13	14	16	18	-2	5	7
"2376"	"23_A"	59	"07-Jun-2019 15:36:45"	27870.2608	72	12	2	1	"wheel_09"	"2"	10.0733	1656.5595	1	768.9438	36	27877.0322	5	38	11	13	14	16	18	1	-5	-6
"2377"	"23_A"	62	"07-Jun-2019 15:40:46"	28111.156	73	13	1	1	"wheel_12"	"1"	75.2747	1341.0001	1	800.359	90	28117.6178	5	38	11	13	14	16	18	1.67	5	3.33
"2378"	"23_A"	62	"07-Jun-2019 15:40:56"	28121.1868	74	13	1	1	"wheel_11"	"2"	20.1465	1120.8923	1	819.5749	108	28127.4713	5	38	11	13	14	16	18	2	-5	-7
"2379"	"23_A"	62	"07-Jun-2019 15:41:06"	28131.2428	75	13	1	1	"wheel_07"	"3"	57.326	1292.9884	1	994.0159	270	28137.6804	5	38	11	13	14	16	18	0.83	0	-0.83
"2380"	"23_A"	62	"07-Jun-2019 15:41:16"	28141.2834	76	13	1	1	"wheel_08"	"1"	82.4176	1392.7625	1	777.3944	72	28147.8326	5	38	11	13	14	16	18	0	5	5
"2381"	"23_A"	62	"07-Jun-2019 15:41:26"	28151.3407	77	13	1	1	"wheel_10"	"3"	60.6227	1008.3638	1	1055.1447	330	28157.4328	5	38	11	13	14	16	18	0.83	0	-0.83
"2382"	"23_A"	62	"07-Jun-2019 15:41:37"	28162.3969	78	13	1	1	"wheel_01"	"3"	58.2418	2040.7471	1	784.4087	72	28169.5417	5	38	11	13	14	16	18	-1	0	1
"2383"	"23_A"	62	"07-Jun-2019 15:41:52"	28176.7667	79	14	2	2	"wheel_04"	"2"	25.2747	948.6336	1	825.5359	120	28182.8098	5	38	11	13	14	16	18	-0.83	-5	-4.17
"2384"	"23_A"	62	"07-Jun-2019 15:42:02"	28186.8215	80	14	2	2	"wheel_06"	"1"	91.7582	2125.7366	1	753.5049	30	28194.0937	5	38	11	13	14	16	18	-0.83	5	5.83
"2385"	"23_A"	62	"07-Jun-2019 15:42:12"	28196.8647	81	14	2	2	"wheel_02"	"3"	39.1941	1649.9837	1	828.1743	108	28203.6233	5	38	11	13	14	16	18	-2	0	2
"2386"	"23_A"	62	"07-Jun-2019 15:42:22"	28206.9217	82	14	2	2	"wheel_05"	"3"	38.2784	1123.8064	1	833.5067	108	28213.2342	5	38	11	13	14	16	18	0	0	0
"2387"	"23_A"	62	"07-Jun-2019 15:42:32"	28216.9791	83	14	2	2	"wheel_01"	"2"	1.8315	1535.7117	1	1008.2211	288	28223.6641	5	38	11	13	14	16	18	-1	-5	-4
"2388"	"23_A"	62	"07-Jun-2019 15:42:43"	28228.0516	84	14	2	2	"wheel_10"	"2"	5.1282	1507.6676	1	787.4838	60	28234.7281	5	38	11	13	14	16	18	0.83	-5	-5.83
"2389"	"23_A"	62	"07-Jun-2019 15:42:57"	28242.4553	85	15	1	2	"wheel_12"	"1"	82.2344	1469.021	1	820.6038	90	28249.0785	5	38	11	13	14	16	18	1.67	5	3.33
"2390"	"23_A"	62	"07-Jun-2019 15:43:08"	28252.5125	86	15	1	2	"wheel_10"	"3"	57.1429	1090.5461	1	1037.3703	330	28258.7684	5	38	11	13	14	16	18	0.83	0	-0.83
"2391"	"23_A"	62	"07-Jun-2019 15:43:18"	28262.5538	87	15	1	2	"wheel_07"	"3"	56.7766	1426.7642	1	1002.3563	270	28269.1434	5	38	11	13	14	16	18	0.83	0	-0.83
"2392"	"23_A"	62	"07-Jun-2019 15:43:28"	28272.6103	88	15	1	2	"wheel_11"	"2"	0.7326	1073.8065	1	840.5869	108	28278.8977	5	38	11	13	14	16	18	2	-5	-7
"2393"	"23_A"	62	"07-Jun-2019 15:43:38"	28282.6657	89	15	1	2	"wheel_01"	"3"	45.7875	2175.5874	1	778.8748	72	28289.9506	5	38	11	13	14	16	18	-1	0	1
"2394"	"23_A"	62	"07-Jun-2019 15:43:49"	28293.7238	90	15	1	2	"wheel_08"	"1"	78.9377	1234.1375	1	785.5655	72	28300.1513	5	38	11	13	14	16	18	0	5	5
"2395"	"23_A"	62	"07-Jun-2019 15:44:03"	28308.0933	91	16	2	2	"wheel_09"	"3"	41.9414	1543.2152	1	856.8917	144	28314.7704	5	38	11	13	14	16	18	1	0	-1
"2396"	"23_A"	62	"07-Jun-2019 15:44:13"	28318.1509	92	16	2	2	"wheel_08"	"2"	0.3663	1364.2276	1	944.9633	216	28324.6311	5	38	11	13	14	16	18	0	-5	-5
"2397"	"23_A"	62	"07-Jun-2019 15:44:23"	28328.2049	93	16	2	2	"wheel_12"	"3"	33.8828	775.7361	1	1028.1647	300	28334.1215	5	38	11	13	14	16	18	1.67	0	-1.67
